,fprs,tprs,thresholds
255,0.096,0.9153333333333333,0.83
256,0.09666666666666666,0.9153333333333333,0.8293393
257,0.09666666666666666,0.92,0.8256524
258,0.09733333333333333,0.92,0.8255065
259,0.09733333333333333,0.9206666666666666,0.8253413
260,0.098,0.9206666666666666,0.82502645
261,0.098,0.9213333333333333,0.8246138
262,0.09933333333333333,0.9213333333333333,0.82188225
263,0.09933333333333333,0.9226666666666666,0.8200081
264,0.09933333333333333,0.9246666666666666,0.82
265,0.09933333333333333,0.9253333333333333,0.8171601
266,0.1,0.9253333333333333,0.8155645
267,0.1,0.926,0.8150811
268,0.10133333333333333,0.926,0.8139077
269,0.10133333333333333,0.9273333333333333,0.81040484
270,0.102,0.9293333333333333,0.81
271,0.102,0.93,0.8095494
272,0.10333333333333333,0.93,0.806857
273,0.10333333333333333,0.9313333333333333,0.80502486
274,0.10466666666666667,0.9313333333333333,0.80318004
275,0.10466666666666667,0.932,0.8026004
276,0.10533333333333333,0.932,0.8021584
277,0.10533333333333333,0.9333333333333333,0.8
278,0.10866666666666666,0.9333333333333333,0.79639256
279,0.10866666666666666,0.9346666666666666,0.7933519
280,0.10933333333333334,0.9346666666666666,0.793026
281,0.10933333333333334,0.9353333333333333,0.79203236
282,0.11,0.9353333333333333,0.79167545
283,0.11,0.9366666666666666,0.79
284,0.11266666666666666,0.9366666666666666,0.7846507
285,0.11266666666666666,0.9373333333333334,0.78423387
286,0.11466666666666667,0.9373333333333334,0.78165895
287,0.11466666666666667,0.9386666666666666,0.7801237
288,0.11533333333333333,0.9413333333333334,0.78
289,0.11533333333333333,0.944,0.77229166
290,0.116,0.944,0.7707407
291,0.11733333333333333,0.946,0.77
292,0.118,0.946,0.76934266
293,0.118,0.9486666666666667,0.76041543
294,0.11866666666666667,0.9493333333333334,0.76
295,0.11866666666666667,0.95,0.75868374
296,0.12,0.95,0.7551399
297,0.12,0.9506666666666667,0.7534703
298,0.12066666666666667,0.9506666666666667,0.75346434
299,0.12066666666666667,0.9533333333333334,0.75
300,0.12066666666666667,0.954,0.74999845
301,0.122,0.954,0.7492925
302,0.122,0.9546666666666667,0.7473603
303,0.12266666666666666,0.9546666666666667,0.7462457
304,0.12266666666666666,0.9553333333333334,0.7409258
305,0.12333333333333334,0.9553333333333334,0.7407307
306,0.12333333333333334,0.9566666666666667,0.74
307,0.12466666666666666,0.9566666666666667,0.73924136
308,0.12466666666666666,0.958,0.7373075
309,0.12666666666666668,0.958,0.7328328
310,0.12666666666666668,0.9586666666666667,0.73248583
311,0.12666666666666668,0.96,0.73
312,0.12666666666666668,0.9613333333333334,0.7270422
313,0.128,0.9613333333333334,0.72214115
314,0.12866666666666668,0.962,0.72
315,0.13,0.962,0.71853983
316,0.13,0.9626666666666667,0.7151143
317,0.13066666666666665,0.9626666666666667,0.71275747
318,0.13066666666666665,0.9646666666666667,0.7104507
319,0.132,0.9653333333333334,0.71
320,0.132,0.966,0.70218754
321,0.13266666666666665,0.966,0.7006691
322,0.13266666666666665,0.9673333333333334,0.69939685
323,0.13333333333333333,0.9673333333333334,0.6986245
324,0.13333333333333333,0.9693333333333334,0.6870345
325,0.134,0.9693333333333334,0.6852997
326,0.134,0.9706666666666667,0.6765825
327,0.13466666666666666,0.9706666666666667,0.67260015
328,0.13466666666666666,0.9713333333333334,0.6706151
329,0.136,0.9713333333333334,0.67
330,0.13866666666666666,0.9713333333333334,0.66100866
331,0.13866666666666666,0.9726666666666667,0.66024715
332,0.13933333333333334,0.974,0.66
333,0.14066666666666666,0.974,0.65694034
334,0.14066666666666666,0.9753333333333334,0.64830554
335,0.142,0.9753333333333334,0.6420183
336,0.142,0.976,0.64
337,0.14333333333333334,0.976,0.637112
338,0.14333333333333334,0.9766666666666667,0.63306475
339,0.144,0.9766666666666667,0.63
340,0.144,0.9773333333333334,0.62
341,0.14466666666666667,0.9773333333333334,0.6184109
342,0.14466666666666667,0.9786666666666667,0.60007215
343,0.14666666666666667,0.9786666666666667,0.5950975
344,0.14666666666666667,0.9793333333333333,0.59
345,0.148,0.9793333333333333,0.58832866
346,0.148,0.98,0.57008606
347,0.14866666666666667,0.98,0.56369454
348,0.14866666666666667,0.9813333333333333,0.55968386
349,0.14933333333333335,0.9813333333333333,0.559255
350,0.14933333333333335,0.982,0.5463719
351,0.15,0.982,0.46
352,0.15,0.9826666666666667,0.44099563
353,0.15066666666666667,0.9826666666666667,0.43807885
354,0.15066666666666667,0.9846666666666667,0.40064642
355,0.152,0.9853333333333333,0.4
356,0.152,0.986,0.39444605
357,0.15466666666666667,0.986,0.38024285
358,0.156,0.9866666666666667,0.38
359,0.15666666666666668,0.9866666666666667,0.37130728
360,0.158,0.9866666666666667,0.37
361,0.15933333333333333,0.9866666666666667,0.3569491
362,0.16133333333333333,0.9866666666666667,0.35
363,0.16133333333333333,0.9873333333333333,0.3466097
364,0.162,0.9873333333333333,0.33602822
365,0.162,0.988,0.33500236
366,0.16466666666666666,0.9886666666666667,0.33
367,0.16533333333333333,0.9886666666666667,0.32213563
368,0.16733333333333333,0.99,0.32
369,0.16733333333333333,0.992,0.31517205
370,0.16866666666666666,0.992,0.31
371,0.17066666666666666,0.992,0.30027378
372,0.17466666666666666,0.992,0.3
373,0.17466666666666666,0.9926666666666667,0.29401618
374,0.17533333333333334,0.9926666666666667,0.2919563
375,0.17866666666666667,0.9926666666666667,0.29
376,0.18,0.9926666666666667,0.28
377,0.18133333333333335,0.9926666666666667,0.27898806
378,0.18133333333333335,0.9933333333333333,0.27848294
379,0.182,0.9933333333333333,0.2769039
380,0.182,0.994,0.27629468
381,0.18266666666666667,0.994,0.27355424
382,0.184,0.994,0.27
383,0.184,0.9946666666666667,0.2673021
384,0.18533333333333332,0.9953333333333333,0.26
385,0.186,0.9953333333333333,0.25034043
386,0.18733333333333332,0.9953333333333333,0.25
387,0.188,0.9953333333333333,0.24095571
388,0.188,0.996,0.24012089
389,0.19133333333333333,0.996,0.24
390,0.192,0.996,0.23847584
391,0.196,0.996,0.23
392,0.196,0.9966666666666667,0.22890969
393,0.19666666666666666,0.9966666666666667,0.2218377
394,0.19866666666666666,0.9966666666666667,0.22
395,0.19933333333333333,0.9966666666666667,0.21632001
396,0.204,0.9966666666666667,0.21
397,0.206,0.9966666666666667,0.20113866
398,0.212,0.9973333333333333,0.2
399,0.21666666666666667,0.9973333333333333,0.19
400,0.218,0.9973333333333333,0.18038099
401,0.224,0.9973333333333333,0.18
402,0.224,0.998,0.17927256
403,0.22933333333333333,0.998,0.17
404,0.23333333333333334,0.998,0.16028419
405,0.23666666666666666,0.998,0.16
406,0.23866666666666667,0.998,0.15487762
407,0.23866666666666667,0.9986666666666667,0.15414336
408,0.25066666666666665,0.9986666666666667,0.15
409,0.254,0.9986666666666667,0.14515296
410,0.25733333333333336,0.9986666666666667,0.14
411,0.25933333333333336,0.9986666666666667,0.13359609
412,0.25933333333333336,0.9993333333333333,0.13117702
413,0.26,0.9993333333333333,0.1308133
414,0.27066666666666667,0.9993333333333333,0.13
415,0.274,0.9993333333333333,0.12108279
416,0.2786666666666667,0.9993333333333333,0.12
417,0.2813333333333333,0.9993333333333333,0.11082727
418,0.29,0.9993333333333333,0.11
419,0.29533333333333334,0.9993333333333333,0.101284966
420,0.29533333333333334,1.0,0.10076494
421,0.30266666666666664,1.0,0.1
422,0.30866666666666664,1.0,0.09067587
423,0.31866666666666665,1.0,0.09
424,0.322,1.0,0.083926566
425,0.33066666666666666,1.0,0.08
426,0.33666666666666667,1.0,0.070504926
427,0.3453333333333333,1.0,0.07
428,0.3486666666666667,1.0,0.060031682
429,0.35933333333333334,1.0,0.06
430,0.36733333333333335,1.0,0.050610058
431,0.37866666666666665,1.0,0.05
432,0.392,1.0,0.041375056
433,0.4046666666666667,1.0,0.04
434,0.414,1.0,0.030765384
435,0.4246666666666667,1.0,0.03
436,0.444,1.0,0.020531073
437,0.458,1.0,0.02
438,0.48533333333333334,1.0,0.0100114625
439,0.49866666666666665,1.0,0.01
440,0.7873333333333333,1.0,9.905801e-09
441,1.0,1.0,0.0
