NONHSAT039869.2,hsa-miR-195-5p
NONHSAT039869.2,hsa-miR-497-5p
NONHSAT039869.2,hsa-miR-15b-5p
NONHSAT039869.2,hsa-miR-424-5p
NONHSAT138007.2,hsa-miR-107
NONHSAT138007.2,hsa-miR-103a-3p
NONHSAT138007.2,hsa-miR-335-5p
NONHSAT137988.2,hsa-miR-107
NONHSAT137988.2,hsa-miR-103a-3p
NONHSAT137988.2,hsa-miR-335-5p
NONHSAT137991.2,hsa-miR-107
NONHSAT137991.2,hsa-miR-103a-3p
NONHSAT137991.2,hsa-miR-335-5p
NONHSAT137987.2,hsa-miR-107
NONHSAT137987.2,hsa-miR-103a-3p
NONHSAT137987.2,hsa-miR-335-5p
NONHSAT080208.2,hsa-miR-150-5p
NONHSAT080208.2,hsa-miR-590-3p
NONHSAT080206.2,hsa-miR-150-5p
NONHSAT080206.2,hsa-miR-590-3p
NONHSAT080209.2,hsa-miR-150-5p
NONHSAT080209.2,hsa-miR-590-3p
NONHSAT080207.2,hsa-miR-150-5p
NONHSAT080207.2,hsa-miR-590-3p
NONHSAT080205.2,hsa-miR-150-5p
NONHSAT080205.2,hsa-miR-590-3p
NONHSAT080210.2,hsa-miR-150-5p
NONHSAT080210.2,hsa-miR-590-3p
NONHSAT080212.2,hsa-miR-150-5p
NONHSAT080212.2,hsa-miR-590-3p
NONHSAT040286.2,hsa-miR-4306
NONHSAT040286.2,hsa-miR-216b-5p
NONHSAT040286.2,hsa-miR-185-5p
NONHSAT040286.2,hsa-miR-4644
NONHSAT113857.2,hsa-miR-92b-3p
NONHSAT113857.2,hsa-miR-205-5p
NONHSAT113857.2,hsa-miR-26a-5p
NONHSAT113857.2,hsa-miR-1297
NONHSAT113857.2,hsa-miR-92a-3p
NONHSAT113857.2,hsa-miR-154-5p
NONHSAT113857.2,hsa-miR-377-3p
NONHSAT113857.2,hsa-miR-132-3p
NONHSAT113857.2,hsa-miR-212-3p
NONHSAT113857.2,hsa-miR-216a-5p
NONHSAT113857.2,hsa-miR-26b-5p
NONHSAT113857.2,hsa-miR-367-3p
NONHSAT113857.2,hsa-miR-4465
NONHSAT113857.2,hsa-miR-25-3p
NONHSAT113857.2,hsa-miR-32-5p
NONHSAT113857.2,hsa-miR-421
NONHSAT113857.2,hsa-miR-363-3p
NONHSAT113854.2,hsa-miR-92b-3p
NONHSAT113854.2,hsa-miR-205-5p
NONHSAT113854.2,hsa-miR-26a-5p
NONHSAT113854.2,hsa-miR-1297
NONHSAT113854.2,hsa-miR-92a-3p
NONHSAT113854.2,hsa-miR-154-5p
NONHSAT113854.2,hsa-miR-377-3p
NONHSAT113854.2,hsa-miR-132-3p
NONHSAT113854.2,hsa-miR-212-3p
NONHSAT113854.2,hsa-miR-216a-5p
NONHSAT113854.2,hsa-miR-26b-5p
NONHSAT113854.2,hsa-miR-367-3p
NONHSAT113854.2,hsa-miR-4465
NONHSAT113854.2,hsa-miR-25-3p
NONHSAT113854.2,hsa-miR-32-5p
NONHSAT113854.2,hsa-miR-421
NONHSAT113854.2,hsa-miR-363-3p
NONHSAT113865.2,hsa-miR-92b-3p
NONHSAT113865.2,hsa-miR-205-5p
NONHSAT113865.2,hsa-miR-26a-5p
NONHSAT113865.2,hsa-miR-1297
NONHSAT113865.2,hsa-miR-92a-3p
NONHSAT113865.2,hsa-miR-154-5p
NONHSAT113865.2,hsa-miR-377-3p
NONHSAT113865.2,hsa-miR-132-3p
NONHSAT113865.2,hsa-miR-212-3p
NONHSAT113865.2,hsa-miR-216a-5p
NONHSAT113865.2,hsa-miR-26b-5p
NONHSAT113865.2,hsa-miR-367-3p
NONHSAT113865.2,hsa-miR-4465
NONHSAT113865.2,hsa-miR-25-3p
NONHSAT113865.2,hsa-miR-32-5p
NONHSAT113865.2,hsa-miR-421
NONHSAT113865.2,hsa-miR-363-3p
NONHSAT113849.2,hsa-miR-92b-3p
NONHSAT113849.2,hsa-miR-205-5p
NONHSAT113849.2,hsa-miR-26a-5p
NONHSAT113849.2,hsa-miR-1297
NONHSAT113849.2,hsa-miR-92a-3p
NONHSAT113849.2,hsa-miR-154-5p
NONHSAT113849.2,hsa-miR-377-3p
NONHSAT113849.2,hsa-miR-132-3p
NONHSAT113849.2,hsa-miR-212-3p
NONHSAT113849.2,hsa-miR-216a-5p
NONHSAT113849.2,hsa-miR-26b-5p
NONHSAT113849.2,hsa-miR-367-3p
NONHSAT113849.2,hsa-miR-4465
NONHSAT113849.2,hsa-miR-25-3p
NONHSAT113849.2,hsa-miR-32-5p
NONHSAT113849.2,hsa-miR-421
NONHSAT113849.2,hsa-miR-363-3p
NONHSAT113860.2,hsa-miR-92b-3p
NONHSAT113860.2,hsa-miR-205-5p
NONHSAT113860.2,hsa-miR-26a-5p
NONHSAT113860.2,hsa-miR-1297
NONHSAT113860.2,hsa-miR-92a-3p
NONHSAT113860.2,hsa-miR-154-5p
NONHSAT113860.2,hsa-miR-377-3p
NONHSAT113860.2,hsa-miR-132-3p
NONHSAT113860.2,hsa-miR-212-3p
